1,2,7,11,12,15,16,19,20
NOC2L,0.106870229007634,0.113475177304965,0.0828025477707006,0.105263157894737,0.083969465648855,0.108695652173913,0.10077519379845,0.121495327102804,0.182432432432432
HES4,0.0610687022900763,0.0425531914893617,0.0764331210191083,0.0827067669172932,0.106870229007634,0.0797101449275362,0.0775193798449612,0.0841121495327103,0.0608108108108108
ISG15,1.08396946564885,1.01418439716312,1.00636942675159,1.35338345864662,1.31297709923664,1.06521739130435,1.06976744186047,0.925233644859813,1.19594594594595
TNFRSF18,0.0381679389312977,0.049645390070922,0.0445859872611465,0.0902255639097744,0.0305343511450382,0.036231884057971,0.0387596899224806,0,0.0608108108108108
TNFRSF4,0.0763358778625954,0.0780141843971631,0.0955414012738854,0.142857142857143,0.152671755725191,0.0579710144927536,0.0155038759689922,0.0280373831775701,0.0743243243243243
SDF4,0.0916030534351145,0.156028368794326,0.159235668789809,0.142857142857143,0.0916030534351145,0.115942028985507,0.162790697674419,0.196261682242991,0.128378378378378
B3GALT6,0.0305343511450382,0.0141843971631206,0.0127388535031847,0.037593984962406,0.0381679389312977,0.0289855072463768,0.0155038759689922,0.0280373831775701,0.0337837837837838
UBE2J2,0.137404580152672,0.141843971631206,0.121019108280255,0.0977443609022556,0.099236641221374,0.144927536231884,0.147286821705426,0.0934579439252336,0.162162162162162
ACAP3,0.0610687022900763,0.0283687943262411,0.0382165605095541,0.0075187969924812,0.0305343511450382,0.0072463768115942,0.0155038759689922,0.0467289719626168,0.0135135135135135
PUSL1,0.0381679389312977,0.0212765957446809,0.00636942675159236,0.0150375939849624,0.0152671755725191,0.0072463768115942,0.0310077519379845,0.0280373831775701,0.0202702702702703
CPSF3L,0.083969465648855,0.0567375886524823,0.0573248407643312,0.0977443609022556,0.16793893129771,0.0652173913043478,0.0852713178294574,0.102803738317757,0.324324324324324
GLTPD1,0.0381679389312977,0.0212765957446809,0.0445859872611465,0.0225563909774436,0.0229007633587786,0.0144927536231884,0.00775193798449612,0.0373831775700935,0.0135135135135135
AURKAIP1,0.366412213740458,0.283687943262411,0.414012738853503,0.548872180451128,0.458015267175573,0.391304347826087,0.341085271317829,0.308411214953271,0.391891891891892
CCNL2,0.0534351145038168,0.0567375886524823,0.0573248407643312,0.0526315789473684,0.0916030534351145,0.0289855072463768,0.062015503875969,0.0467289719626168,0.0472972972972973
RP4-758J18.2,0.0305343511450382,0.0709219858156028,0.0445859872611465,0.0225563909774436,0.0305343511450382,0.0434782608695652,0.0542635658914729,0.0654205607476635,0.0472972972972973
MRPL20,0.290076335877863,0.24822695035461,0.273885350318471,0.360902255639098,0.290076335877863,0.318840579710145,0.697674418604651,0.327102803738318,0.331081081081081
